cuisine,name,value,nvalue
Chinese,Ling and Louie's Kitchen,36,5.58685446
Chinese,Lin's Golden Chinese Restaurant,9,1.276995305
Chinese,Li's Bowl,57,8.938967136
Chinese,Little Dragon Chinese Restaurant,12,1.755868545
Chinese,Little Peking,25,3.830985915
Chinese,Little Shanghai,31,4.788732394
Chinese,Liyuen,5,0.638497653
Chinese,Long Wong's Restaurant,43,6.704225352
Chinese,Lucky Kitchen,35,5.427230047
Chinese,Marcia's Long Wongs,7,0.957746479
Chinese,Maxim Restaurant,99,15.64319249
Chinese,May Garden Restaurant,11,1.596244131
Chinese,Ming's Pagoda,25,3.830985915
Chinese,Mister Wong,20,3.03286385
Chinese,Mr Chao's Asian Bistro,33,5.107981221
Chinese,Mu Shu Asian Grill,61,9.577464789
Chinese,Nee House Chinese Restaurant,99,15.64319249
Chinese,New Asian Kitchen,41,6.384976526
Chinese,New China Buffet,8,1.117370892
Chinese,New China Super Buffet,36,5.58685446
Chinese,New King Wah Chinese Buffet,7,0.957746479
Chinese,New Sun Star Super Buffet,6,0.798122066
Chinese,Ninja Bowl,9,1.276995305
Chinese,Noodle & Rice,77,12.1314554
Chinese,North China Restaurant,20,3.03286385
Chinese,Oriental Express,21,3.192488263
Chinese,P F Chang's China Bistro,66,10.37558685
Chinese,Pacific Gardens,41,6.384976526
Chinese,Pan Asia Sushi Chinese Fusion,78,12.29107981
Chinese,Panda Express,104,14.20657277
Chinese,Panda Garden,36,5.58685446
Chinese,Panda Gourmet,4,0.478873239
Chinese,Pei Wei Asian Diner,168,26.17840376
Chinese,Pei Wei Asian Market,50,7.821596244
Chinese,Pei Wok,12,1.755868545
Chinese,Peter Wong Chinese Restaurant,8,1.117370892
Chinese,Pick Up Stix,20,2.713615023
Chinese,Pink Lotus Express,17,2.55399061
Chinese,Pong Pong,23,3.511737089
Chinese,Red Dragon Chinese and Mexican Food,4,0.478873239
Chinese,Red Wok Buffet,36,5.58685446
Chinese,Rice To You,10,1.436619718
Chinese,Royal Buffet,4,0.478873239
Chinese,Segal's Oasis Grill,5,0.638497653
Chinese,Shanghai Buffet,53,8.300469484
Chinese,Shanghai Express,6,0.798122066
Chinese,Shangri-La Chinese,34,5.267605634
Chinese,Sing High Chop Suey House,53,8.300469484
Chinese,Siu Wok,70,11.01408451
Chinese,Snoh Ice Shavery,176,27.9342723
Chinese,South China BBQ Hong Kong Style,9,1.276995305
Chinese,South China Buffet,8,1.117370892
Chinese,South China Express,3,0.319248826
Chinese,Star Wok,4,0.478873239
Chinese,Sun Asian Kitchen,73,11.49295775
Chinese,Super Dragon,45,7.023474178
Chinese,Szechwan Palace,113,17.87793427
Chinese,Taiwan Express,7,0.957746479
Chinese,Tam's,17,2.55399061
Chinese,Tasty House Chinese Restaurant,29,4.469483568
Chinese,The Clever Koi,111,17.55868545
Chinese,The Prime Chinese Restaurant,53,8.300469484
Chinese,The Wok Express,20,3.03286385
Chinese,Wahsun Chinese Restaurant,49,7.661971831
Chinese,Wang Express,26,3.990610329
Chinese,Wong's Chinese Dining,28,4.309859155
Chinese,Wong's Restaurant,41,6.384976526
Chinese,Wongs To Go,1,0
Chinese,Yan's Chinese Food #2,36,5.58685446
Chinese,Yin's Chinese Resturant,11,1.596244131
Chinese,Yunan Wok,11,1.596244131
American (traditional),12th Fairway Bar & Grill,18,2.713615023
American (traditional),16th Street Sports Bar & Grill,40,6.225352113
American (traditional),40th Street Cafe,48,7.502347418
American (traditional),5th Avenue Cafe,86,13.56807512
American (traditional),Alice Cooper'stown,251,39.90610329
American (traditional),AMC Dine-in Theatres Esplanade 14,270,42.93896714
American (traditional),Applebee's Neighborhood Grill & Bar,5,0.638497653
American (traditional),Applebee's,113,17.39906103
American (traditional),Arby's Roast Beef,7,0.798122065
American (traditional),Arcadia Tavern,219,34.79812207
American (traditional),Arizona Club,5,0.638497653
American (traditional),Armadillo Grill,122,19.31455399
American (traditional),A-Town Grill & Eatery,9,1.276995305
American (traditional),Azool Grill,36,5.58685446
American (traditional),Barfly,42,6.544600939
American (traditional),Belvedere American Bar & Grill,9,1.276995305
American (traditional),Big Guy's Sports Grill,38,5.906103286
American (traditional),Bill Johnson's Big Apple Restaurants,18,2.713615023
American (traditional),Bill Johnsons Big Apple,51,7.981220657
American (traditional),Bistro 202,5,0.638497653
American (traditional),Bitter Creek Cafe,13,1.915492958
American (traditional),Black Angus Steakhouse,44,6.863849765
American (traditional),Black Bear Diner,25,3.830985915
American (traditional),Blue 32 Sports Grill,40,6.225352113
American (traditional),Bootleggers Modern American Smokehouse,161,25.5399061
American (traditional),Boston Market,33,4.629107982
American (traditional),Breakfast Club,120,18.99530516
American (traditional),Breakroom Bar & Grill,15,2.234741784
American (traditional),Buffalo Wild Wings,165,25.85915493
American (traditional),Cactus Jack's Bar & Grill,12,1.755868545
American (traditional),Cafe Aroma,23,3.511737089
American (traditional),Caps Sports Grill,30,4.629107981
American (traditional),Casey Jones Grill,61,9.417840375
American (traditional),Chaka Chaka Urban Cuisine,11,1.596244131
American (traditional),Charlie D's Catfish & Chicken,7,0.957746479
American (traditional),Chelsea's Kitchen,741,117.9624413
American (traditional),Chestnut Lane,18,2.713615023
American (traditional),Chick Rotisserie & Wine Bar,33,5.107981221
American (traditional),Chili's Grill & Bar Catering,24,3.671361502
American (traditional),Chili's Grill & Bar,52,7.661971831
American (traditional),Chili's Grill and Bar,2,0.159624413
American (traditional),Chili's Too,23,3.511737089
American (traditional),Chloe's Corner,80,12.61032864
American (traditional),Christopher's Fermier Brasserie & Paola's Wine Bar,7,0.957746479
American (traditional),City Hall Grill,3,0.319248826
American (traditional),CK's Tavern & Grill,106,16.76056338
American (traditional),Claim Jumper,59,9.258215962
American (traditional),Coco's Family Restaurant,44,6.544600939
American (traditional),Coco's Restaurant,8,1.117370892
American (traditional),Copper Door,8,1.117370892
American (traditional),Coppers Sports Grill,1,0
American (traditional),Corbin Bar & Grill,148,23.46478873
American (traditional),Country Boys Restaurants,9,1.276995305
American (traditional),Crudo,161,25.5399061
American (traditional),Culver's,82,12.92957746
American (traditional),Dave & Buster's,72,11.33333333
American (traditional),Deemos American Grill,15,2.234741784
American (traditional),Deer Valley Airport Restaurant,42,6.544600939
American (traditional),Dennys,13,1.915492958
American (traditional),Denny's,3,0.319248826
American (traditional),Desert Springs Brewing Company,13,1.915492958
American (traditional),Devil's Greens,3,0.319248826
American (traditional),Dick Clark's Bar and Grill,10,1.436619718
American (traditional),Different Pointe of View,149,23.62441315
American (traditional),Down South Restaurant,9,1.276995305
American (traditional),Euro Grill,10,1.436619718
American (traditional),Farm At South Mountain,168,26.657277
American (traditional),Fast Eddie's Diner,45,7.023474178
American (traditional),Fatburger,18,2.713615023
American (traditional),Feeney's Restaurant and Bar,90,14.20657277
American (traditional),First Watch,113,17.71830986
American (traditional),Fox News Sky Box,36,5.58685446
American (traditional),Fox Sports Grill,21,3.192488263
American (traditional),Friday's Front Row Sports Grill,61,9.577464789
American (traditional),Fry's Food Store,17,2.55399061
American (traditional),Fuddruckers,28,4.309859155
American (traditional),Gallagher's Sports Grill,50,7.821596244
American (traditional),Gallagher's,84,13.08920188
American (traditional),Game Seven Grill,20,3.03286385
American (traditional),George & Dragon II English Restaurant Pub,10,1.436619718
American (traditional),George's Famous Gyros & Pasta,30,4.629107981
American (traditional),Gertrude's,107,16.92018779
American (traditional),Golden Corral,17,2.55399061
American (traditional),Good Fellas Grill,133,21.07042254
American (traditional),Gordon Biersch,65,10.21596244
American (traditional),Half Moon Sports Grill,101,15.96244131
American (traditional),Hard Rock Cafe,69,10.85446009
American (traditional),Harem Lounge,35,5.427230047
American (traditional),HEK Yeah BBQ,43,6.704225352
American (traditional),Hillside Spot,216,34.31924883
American (traditional),Hole-in-the-Wall,43,6.704225352
American (traditional),Hooters,79,12.1314554
American (traditional),IHOP,29,4.309859155
American (traditional),Ironworks Restaurant,14,2.075117371
American (traditional),Islands Restaurant,71,11.01408451
American (traditional),Jackalope Flats,12,1.755868545
American (traditional),JB's Restaurant,10,1.436619718
American (traditional),Johnny's Uptown,1,0
American (traditional),Jt's Bar & Grill,53,8.300469484
American (traditional),Keegan's Grill & Taproom Foothills,51,7.981220657
American (traditional),Keegan's Grill,63,9.896713615
American (traditional),Kincaid's Classic American Dining,95,15.00469484
American (traditional),Kona Grill,108,17.07981221
American (traditional),Lager Fields' Micropub and Grill,4,0.478873239
American (traditional),Lantana Grille,5,0.638497653
American (traditional),Left Seat Restaurant & Lounge,4,0.478873239
American (traditional),Legends Sports Bar & Restaurant,14,2.075117371
American (traditional),Lenny's Burger Shop,46,7.183098592
American (traditional),Local Breeze,139,22.02816901
American (traditional),Logan's Roadhouse,68,10.69483568
American (traditional),Lone Star Steakhouse,40,6.225352113
American (traditional),Long Wong's Restaurant,43,6.704225352
American (traditional),LongHorn Steakhouse,49,7.502347417
American (traditional),Lunch Box,12,1.755868545
American (traditional),Madi G's,3,0.319248826
American (traditional),Majerle's Sports Grill,135,21.38967136
American (traditional),Marcel's,9,1.276995305
American (traditional),Marie Callender's,3,0.319248826
American (traditional),Marston's Cafe,12,1.755868545
American (traditional),McCormick & Schmicks Seafood Restaurant,40,6.225352113
American (traditional),Melrose Kitchen,37,5.746478873
American (traditional),Mel's Diner,26,3.990610329
American (traditional),Mid City Kitchen,9,1.276995305
American (traditional),Mimi's Cafe,137,21.38967136
American (traditional),Monroe's Downtown,2,0.159624413
American (traditional),Moon Valley Grill,11,1.596244131
American (traditional),Native Grill and Wings,34,5.267605634
American (traditional),Native New Yorker,101,15.64319249
American (traditional),Nixon's,4,0.478873239
American (traditional),North 51 Grill,20,3.03286385
American (traditional),O Bar & Grill,11,1.596244131
American (traditional),Ocotillo Sun,5,0.638497653
American (traditional),Olive & Ivy Marketplace,18,2.713615023
American (traditional),On Deck Sports Grill,7,0.957746479
American (traditional),Paradise Valley Burger Company,207,32.88262911
American (traditional),Pete's Fish And Chips,42,6.544600939
American (traditional),Phoenix All-stars Sports Bar & Grill,5,0.638497653
American (traditional),Raising Cane's,139,21.8685446
American (traditional),Ranch House Grille,76,11.97183099
American (traditional),Red Lobster,29,4.309859155
American (traditional),Red Robin Gourmet Burgers,89,13.88732394
American (traditional),Rennick's Restaurant,5,0.638497653
American (traditional),Rico's American Grill,50,7.821596244
American (traditional),Rimrock Bar & Grille,10,1.436619718
American (traditional),Rock Bottom Restaurant & Brewery,112,17.55868544
American (traditional),Ruby Tuesday,30,4.469483568
American (traditional),Rusconi's American Kitchen,151,23.94366197
American (traditional),Sacred Hogan Navajo Frybread,43,6.704225352
American (traditional),Salty Sow,162,25.69953052
American (traditional),Satisfied Frog On Bell,61,9.577464789
American (traditional),Segal's Oasis Grill,5,0.638497653
American (traditional),Shenanigans Bar & Grill,13,1.915492958
American (traditional),Sierra Bonita Grill,193,30.64788732
American (traditional),Sizzler,27,3.990610329
American (traditional),Skunk Creek Flats,26,3.990610329
American (traditional),Smashburger,238,37.35211268
American (traditional),Sonic Drive-In,51,6.863849764
American (traditional),South Bank Grill,8,1.117370892
American (traditional),SpoonZ Cafe,23,3.511737089
American (traditional),Sport Peppers Grill,8,1.117370892
American (traditional),Stackers Restaurant,15,2.234741784
American (traditional),Steve's Grill,119,18.83568075
American (traditional),Stonegrill,9,1.276995305
American (traditional),Swensen's Grill &  Ice Cream Parlor,17,2.55399061
American (traditional),Taberna del Tequila,29,4.469483568
American (traditional),Teakwoods Tavern & Grill,75,11.81220657
American (traditional),Texas Roadhouse,102,15.96244131
American (traditional),TGI Friday's,23,3.352112676
American (traditional),The Art Of Soup,15,2.234741784
American (traditional),The Bamboo Club,8,1.117370892
American (traditional),The Brickhouse,7,0.957746479
American (traditional),The Capital Grille,135,21.38967136
American (traditional),The Cheesecake Factory,120,18.99530516
American (traditional),The Courtyard Cafe,14,2.075117371
American (traditional),The DawgFather Grill,15,2.234741784
American (traditional),The Flight Line Bar and Grill,11,1.596244131
American (traditional),The Fry Bread House,193,30.48826291
American (traditional),The Melting Pot,109,17.23943662
American (traditional),The Oink Cafe,157,24.90140845
American (traditional),The Other Q Bar and Grill,27,4.150234742
American (traditional),The Playa II Bar and Grill,4,0.478873239
American (traditional),The Raven Grill,2,0.159624413
American (traditional),The Vig,372,59.22065728
American (traditional),The White Chocolate Grill,355,56.50704225
American (traditional),Thunderbird Roadhouse,29,4.469483568
American (traditional),Tilted Kilt Pub & Eatery,128,20.27230047
American (traditional),Tom's Tavern & 1929 Grill,44,6.863849765
American (traditional),Trails End Bar & Grill,5,0.638497653
American (traditional),Turk's Fish and Chips,2,0.159624413
American (traditional),Twin Peaks,52,8.14084507
American (traditional),Two Hippies Gnarly Burger Joint,82,12.92957746
American (traditional),U.S. Egg,66,10.37558685
American (traditional),Uncle Bear's Brewhouse Grill,53,8.300469484
American (traditional),Village Inn,21,3.03286385
American (traditional),Waffle House,70,10.53521127
American (traditional),Wagon Yard,30,4.629107981
American (traditional),Wally's' American Pub N Grill,78,12.29107981
American (traditional),Welcome Diner,167,26.49765258
American (traditional),Wendy's Old Fashioned Hamburgers,8,1.117370892
American (traditional),Whataburger,93,13.56807512
American (traditional),Wingettes,38,5.906103286
American (traditional),Wolfley's Neighborhood Grill,113,17.87793427
American (traditional),Yoasis Ahwatukee,16,2.394366197
American (traditional),ZeeZ Grill,12,1.755868545
American (traditional),Zipps Sports Grill,110,17.23943662
American (new),101 Bistro,8,1.117370892
American (new),1130 The Restaurant,100,15.8028169
American (new),12 East Cafe,8,1.117370892
American (new),25 Degrees,51,7.981220657
American (new),32nd Cafe,6,0.798122066
American (new),5 & Diner Deer Valley,9,1.276995305
American (new),7th Heaven Eatery,6,0.798122066
American (new),Adobe Restaurant-Arizona Biltmore Golf Club,16,2.394366197
American (new),Ammaccapane's Restaurant & Sports Bar,18,2.713615023
American (new),Angels Trumpet Ale House,294,46.76995305
American (new),Antars Sports Bistro,14,2.075117371
American (new),Arby's,2,0.159624413
American (new),Arcadia Farms Cafe,25,3.830985915
American (new),Arizona Baseball Club Restaurant,6,0.798122066
American (new),Arizona Roadhouse 66,20,3.03286385
American (new),ASAP California Pizza Kitchen,14,2.075117371
American (new),Baja Loco Mesquite Grill & Cantina,17,2.55399061
American (new),Bar Smith,84,13.24882629
American (new),Basis New American,21,3.192488263
American (new),Beckett's Table,457,72.78873239
American (new),Bink's Midtown,113,17.87793427
American (new),Bistro 24,24,3.671361502
American (new),BJ's Restaurant & Brewhouse,115,18.1971831
American (new),Bliss ReBAR,273,43.41784038
American (new),Blue Hound Kitchen & Cocktails,162,25.69953052
American (new),Blue Martini Lounge,110,17.39906103
American (new),Blue Sage,19,2.873239437
American (new),Bobby Q,633,100.8826291
American (new),Brick,113,17.87793427
American (new),Brickyard Sports Bar and Grill,2,0.159624413
American (new),Cafe At Desert Ridge,31,4.788732394
American (new),Cafe Zupas,77,11.97183099
American (new),Cafeteria on Thomas,26,3.990610329
American (new),Caffe Boa Ahwatukee,85,13.4084507
American (new),Caf? Allegro at MIM,14,2.075117371
American (new),California Pizza Kitchen,98,15.32394366
American (new),Carl's Jr 7091,5,0.638497653
American (new),Catch 22 Sports Grill,65,10.21596244
American (new),Chestnut Fine Foods & Provisions,70,11.01408451
American (new),Cheuvront,170,26.97652582
American (new),Chick-Fil-A,39,5.906103286
American (new),Chili's Grill & Bar,38,5.586854461
American (new),Circa 1900,2,0.159624413
American (new),Clarendon Kitchen + Bar C4,23,3.511737089
American (new),Coach & Willies,69,10.85446009
American (new),Coach's Corner Grill,30,4.629107981
American (new),Coco's Restaurant,8,1.117370892
American (new),Compass Arizona Grill,102,16.12206573
American (new),Copper Blues,171,27.13615023
American (new),Coronado Cafe,149,23.62441315
American (new),Country Boys Restaurant,26,3.990610329
American (new),Cowboy Ciao,65,10.21596244
American (new),Cranberry Hills Eatery & Catering,7,0.957746479
American (new),Culinary Dropout,107,16.92018779
American (new),Cycle,12,1.755868545
American (new),Daily Bistro,19,2.873239437
American (new),Daily Dose Midtown,107,16.92018779
American (new),Dairy Queen,3,0.319248826
American (new),Denny's Restaurant,9,1.117370892
American (new),Dennys,20,2.873239437
American (new),District American Kitchen and Wine Bar,209,33.20187793
American (new),D'Lish Cafe,27,4.150234742
American (new),Ed's,3,0.319248826
American (new),Elephant Bar Restaurant,77,12.1314554
American (new),Ezekiel's Restaurant,61,9.577464789
American (new),Fenix Eatery & Bar,9,1.276995305
American (new),FEZ,917,146.2159624
American (new),Floyd's Kitchen,78,12.29107981
American (new),Four Peaks Brewing Company,48,7.502347418
American (new),Garage Wine and Tap,136,21.54929577
American (new),Genie G's,14,2.075117371
American (new),Ghost Lounge,30,4.629107981
American (new),Gordon Biersch,65,10.21596244
American (new),Great American Grill,2,0.159624413
American (new),GreenMix,53,8.300469484
American (new),Gypsy Bar,39,6.0657277
American (new),Half Moon Sports Grill,91,14.36619718
American (new),Hillstone,266,42.30046948
American (new),Ingo's Tasty Food,86,13.56807512
American (new),Jackson's On 3rd,9,1.276995305
American (new),Jose Roux,53,8.300469484
American (new),Karla's Sports Lounge & Restaurant,2,0.159624413
American (new),Kitchen 56,138,21.8685446
American (new),Kozy Cactus,8,1.117370892
American (new),Let's DO Lunch,3,0.319248826
American (new),Ling and Louie's Kitchen,36,5.58685446
American (new),Lisa G Cafe and Wine Bar,46,7.183098592
American (new),Little Cleo's Seafood Legend,60,9.417840376
American (new),Lucky Strike,113,17.87793427
American (new),Lustre Bar,73,11.49295775
American (new),Lux,631,100.5633803
American (new),Maizie's Cafe & Bistro,287,45.65258216
American (new),Martini Bistro,2,0.159624413
American (new),Mayo Clinic Hospital Cafeteria,7,0.957746479
American (new),Moga Crepes,5,0.638497653
American (new),Native New Yorker,24,3.671361502
American (new),New Orleans Sno Ball,52,8.14084507
American (new),noca,272,43.25821596
American (new),Nook,104,16.44131455
American (new),O.H.S.O. Eatery + nanoBrewery,404,64.3286385
American (new),Old Country Buffet,20,3.03286385
American (new),Olive & Ivy,33,5.107981221
American (new),Oscar Taylor's,5,0.638497653
American (new),Our Gang Sports Saloon & Grill,21,3.192488263
American (new),Palette,17,2.55399061
American (new),Peaks & Valleys Restaurant,22,3.352112676
American (new),Perfect Pear Bistro,48,7.502347418
American (new),Phoenix Buffet,3,0.319248826
American (new),Phoenix City Grille,163,25.85915493
American (new),Pita Jungle,732,116.0469484
American (new),Pizza People Pub,89,14.04694836
American (new),Pollo Sabroso,1,0
American (new),Portland's Restaurant & Wine Bar,77,12.1314554
American (new),Province Restaurant,110,17.39906103
American (new),Quiessence Restaurant,114,18.03755869
American (new),RBG Bar & Grill,3,0.319248826
American (new),Rusconi's American Kitchen,151,23.94366197
American (new),Sapna Caf?,38,5.906103286
American (new),Seasons 52,215,34.15962441
American (new),Short Leash Dogs Food Truck,204,32.40375587
American (new),Short Leash Hot Dogs,120,18.99530516
American (new),Sky Lounge,18,2.713615023
American (new),Sonoma Casual Dining,10,1.436619718
American (new),Souper Salad,16,2.394366197
American (new),Spoke & Wheel,68,10.69483568
American (new),St Francis Restaurant,654,104.2347418
American (new),Stoudemire's Downtown,13,1.915492958
American (new),Sunshine and Spice,7,0.957746479
American (new),Switch Restaurant & Wine Bar,446,71.03286385
American (new),T Cook's Restaurant,166,26.33802817
American (new),T.G.I. Friday's,27,4.150234742
American (new),Tarbell's,138,21.8685446
American (new),TGI Friday's,4,0.478873239
American (new),The Arrogant Butcher,467,74.38497653
American (new),The Attic,72,11.33333333
American (new),The Cheesecake Factory,120,18.99530516
American (new),The Compound Grill,75,11.81220657
American (new),The Gladly,112,17.71830986
American (new),The Grind,277,44.05633803
American (new),The Henry,157,24.90140845
American (new),The House at Secret Garden,75,11.81220657
American (new),The Little Woody,79,12.45070423
American (new),The Living Room Wine Cafe & Lounge,37,5.746478873
American (new),The Lobby Grill,22,3.352112676
American (new),The Lounge,33,5.107981221
American (new),The Main Ingredient Ale House And Caf?,306,48.68544601
American (new),The Market By Jennifer's,35,5.427230047
American (new),The Mix Up Bar,8,1.117370892
American (new),The Place,12,1.755868545
American (new),The Roosevelt,181,28.73239437
American (new),The Vig Fillmore,91,14.36619718
American (new),The Vig Uptown,294,46.76995305
American (new),The Wrigley Mansion Club,83,13.08920188
American (new),The Yard,209,33.20187793
American (new),Thirteen North,83,13.08920188
American (new),Timo Wine Bar,125,19.79342723
American (new),True Food Kitchen,527,83.96244131
American (new),Tuck Shop,282,44.85446009
American (new),Twenty Highland Tavern,27,4.150234742
American (new),Twin Peaks,52,8.14084507
American (new),Vaquero's Carne Asada,4,0.478873239
American (new),Vatra,18,2.713615023
American (new),Viad Tower Restaurants,6,0.798122066
American (new),Vinery 214 Bistro,11,1.596244131
American (new),Wildberri,4,0.478873239
American (new),Windsor,474,75.50234742
American (new),Wright's,39,6.0657277
American (new),Yard House,165,26.17840376
American (new),Zest - Spirited Dining,11,1.596244131
American (new),Zinburger,385,61.29577465
